3424 33692 24329 24419
3426 33844 24420 24577
3427 34071 24578 24604
3428 34115 24605 24636
3584 34154 -1 -1
3594 34155 24637 24666
3595 34203 24667 24674
3596 34212 24675 24701
3608 34248 -1 -1
3626 34249 -1 -1
3627 34250 24702 24734
3628 34286 24735 24759
3635 34330 -1 -1
3636 34331 24760 24872
3640 34491 -1 -1
3642 34492 24873 24874
3643 34496 24875 24911
3644 34542 24912 24936
3650 34576 -1 -1
3652 34577 -1 -1
3656 34578 24937 24938
3658 34581 24939 25107
3659 34859 25108 25111
3660 34864 25112 25115
3668 34870 25116 25126
3672 34884 -1 -1
3673 34885 -1 -1
3674 34886 25127 25131
3675 34892 25132 25132
3676 34894 -1 -1
3682 34895 25133 25171
3684 34953 25172 25172
3714 34955 25173 25225
3715 35027 25226 25253
3716 35062 25254 25299
3744 35117 25300 25313
3746 35135 -1 -1
3748 35136 25314 25329
3771 35155 25330 25357
3772 35189 25358 25374
3776 35210 -1 -1
3778 35211 25375 25417
3779 35286 25418 25456
3780 35347 25457 25457
3786 35349 25458 25565
3787 35494 25566 25599
3788 35537 25600 25628
3794 35572 25629 25630
3795 35575 -1 -1
3802 35576 25631 25638
3804 35588 25639 25645
3810 35600 25646 25687
3811 35665 -1 -1
3812 35666 25688 25691
3842 35671 25692 25708
3843 35693 25709 25716
3844 35708 25717 25737
3858 35737 25738 25747
3859 35752 -1 -1
3860 35753 25748 25758
3915 35770 25759 25781
3938 35797 25782 25867
3940 35963 25868 25918
3971 36022 25919 25985
3972 36108 -1 -1
4004 36109 25986 25994
4096 36120 -1 -1
4104 36121 25995 26078
4105 36249 -1 -1
4106 36250 26079 26080
4107 36253 26081 26082
4108 36260 26083 26117
4121 36306 -1 -1
4124 36307 26118 26160
4138 36366 26161 26212
4140 36441 26213 26232
4144 36464 26233 26237
4146 36470 26238 26277
4147 36527 26278 26299
4148 36558 26300 26337
4152 36605 26338 26344
4154 36614 26345 26385
4155 36678 26386 26571
4156 36957 26572 26578
4160 36965 26579 26579
4162 36967 26580 26601
4163 36996 26602 26606
4164 37002 26607 26662
4170 37070 26663 26741
4171 37167 26742 26760
4172 37192 26761 26788
4184 37225 26789 26789
4186 37227 26790 26821
4187 37268 26822 26828
4188 37277 26829 26844
4194 37301 26845 26854
4195 37312 26855 26911
4196 37402 26912 26915
4224 37408 26916 26916
4226 37410 26917 26999
4227 37516 27000 27133
4228 37729 27134 27296
4235 37990 -1 -1
4256 37991 -1 -1
4259 37992 27297 27298
4260 37995 27299 27371
4280 38093 27372 27372
4282 38095 27373 27421
4283 38160 27422 27441
4284 38183 27442 27462
4288 38210 27463 27472
4290 38224 27473 27631
4291 38502 27632 27651
4292 38525 27652 27767
4298 38681 27768 27932
4299 38980 27933 27954
4300 39007 27955 28020
4306 39104 28021 28146
4307 39301 28147 28154
4308 39310 28155 28157
4314 39315 28158 28246
4315 39429 28247 28381
4316 39640 28382 28409
4320 39672 28410 28410
4322 39674 28411 28525
4323 39821 28526 28583
4324 39920 28584 28635
4352 39983 28636 28636
4354 39985 28637 28674
4355 40036 28675 28705
4356 40072 28706 28804
4368 40210 28805 28809
4370 40216 28810 28864
4371 40306 28865 28875
4372 40320 28876 28950
4426 40430 28951 28955
4427 40437 28956 28972
4428 40457 28973 29041
4432 40537 29042 29044
4434 40541 29045 29112
4435 40633 -1 -1
4436 40634 29113 29136
4450 40663 29137 29214
4451 40783 29215 29223
4452 40802 29224 29224
4482 40804 29225 29231
4483 40812 29232 29281
4484 40878 29282 29338
4516 40968 29339 29368
4554 41003 29369 29369
4555 41006 29370 29370
4608 41008 -1 -1
4616 41009 29371 29376
4617 41018 -1 -1
4618 41019 29377 29377
4620 41021 -1 -1
4632 41022 29378 29469
4633 41149 -1 -1
4634 41150 29470 29558
4635 41294 29559 29561
4636 41298 29562 29723
4648 41519 29724 29786
4651 41589 29787 29888
4652 41715 29889 29929
4659 41768 29930 29934
4664 41774 29935 30131
4667 42094 30132 30167
4668 42140 30168 30195
4672 42172 30196 30247
4675 42237 30248 30289
4676 42290 30290 30352
4680 42363 30353 30477
4683 42522 30478 30614
4684 42728 30615 30643
4688 42762 30644 30694
4690 42834 -1 -1
4691 42835 -1 -1
4692 42836 30695 30695
4696 42838 30696 30800
4699 42983 30801 30823
4700 43014 30824 30828
4704 43021 30829 30876
4707 43077 30877 30897
4708 43101 30898 30900
4864 43105 30901 30970
4866 43201 30971 30986
4867 43219 30987 31125
4868 43421 31126 31209
4872 43549 31210 31267
4875 43625 31268 31286
4876 43648 31287 31341
4880 43722 31342 31360
4882 43743 31361 31481
4883 44029 31482 31539
4884 44101 31540 31658
4904 44280 31659 31671
4907 44295 31672 31693
4908 44333 31694 31728
4912 44377 31729 31823
4915 44501 31824 31875
4916 44561 31876 31925
4936 44632 31926 32089
4939 44881 32090 32148
4940 44968 32149 32220
4947 45062 32221 32251
4948 45107 32252 32256
4952 45113 32257 32350
4955 45252 32351 32379
4956 45314 32380 32391
4960 45339 32392 32656
4963 45869 32657 32683
4964 45904 32684 32718
5120 45950 -1 -1
5128 45951 32719 32727
5131 45973 32728 32745
5132 45995 -1 -1
5144 45996 32746 32801
5146 46086 32802 32806
5147 46092 32807 32870
5148 46167 32871 32970
5160 46316 32971 33163
5163 46604 33164 33185
5164 46630 33186 33190
5176 46636 -1 -1
5179 46637 33191 33246
5180 46719 33247 33284
5184 46790 33285 33289
5187 46797 33290 33360
5188 46889 33361 33405
5192 46947 33406 33446
5195 47003 33447 33481
5196 47050 33482 33529
5203 47105 33530 33563
5204 47160 -1 -1
5208 47161 33564 33583
5210 47194 33584 33584
5211 47196 -1 -1
5212 47197 33585 33629
5216 47262 33630 33643
5219 47282 -1 -1
5376 47283 33644 33697
5379 47349 33698 33761
5380 47431 33762 33795
5384 47472 33796 33813
5387 47494 33814 33819
5388 47503 33820 33848
5395 47549 -1 -1
5396 47550 33849 33881
5416 47603 -1 -1
5419 47604 -1 -1
5420 47605 33882 33974
5424 47730 33975 34004
5426 47766 34005 34021
5427 47784 34022 34022
5428 47786 34023 34046
5448 47811 34047 34075
5451 47848 34076 34089
5456 47863 34090 34107
5459 47891 34108 34123
5460 47909 34124 34142
5464 47932 34143 34153
5466 47944 34154 34195
5467 47997 -1 -1
5468 47998 34196 34228
5472 48045 34229 34301
5475 48154 34302 34340
5476 48210 34341 34355
5632 48240 -1 -1
5640 48241 34356 34366
5642 48257 34367 34367
5643 48259 34368 34368
5656 48261 34369 34390
5658 48287 34391 34631
5660 48648 34632 34664
5672 48692 34665 34665
5674 48694 34666 34676
5675 48708 34677 34815
5676 48916 34816 34838
5680 48943 34839 34913
5683 49037 -1 -1
5688 49038 -1 -1
5690 49039 34914 34965
5691 49119 34966 35028
5692 49194 35029 35093
5696 49279 -1 -1
5698 49280 35094 35119
5699 49311 35120 35124
5700 49317 35125 35274
5704 49519 35275 35298
5706 49546 35299 35407
5707 49702 35408 35436
5708 49744 35437 35544
5714 49878 35545 35546
5715 49881 35547 35601
5716 49938 35602 35614
5720 49957 -1 -1
5722 49958 35615 35658
5723 50030 -1 -1
5724 50031 35659 35659
5728 50035 35660 35669
5730 50050 35670 35726
5732 50124 35727 35733
5888 50132 35734 35779
5890 50200 35780 35879
5891 50333 35880 35919
5892 50384 35920 36039
5896 50563 36040 36209
5898 50799 36210 36305
5900 50919 36306 36430
5904 51105 36431 36434
5905 51110 -1 -1
5906 51111 36435 36488
5907 51196 36489 36592
5908 51350 36593 36673
5930 51465 36674 36711
5932 51513 36712 36729
5936 51534 36730 36800
5938 51624 36801 36901
5939 51759 36902 36931
5940 51798 36932 37040
5960 51939 37041 37060
5962 51969 37061 37125
5963 52058 37126 37141
5964 52083 37142 37270
5968 52242 37271 37317
5970 52301 37318 37344
5971 52338 37345 37347
5972 52342 37348 37372
5976 52377 37373 37410
5978 52427 37411 37531
5979 52617 37532 37542
5980 52634 37543 37547
5984 52641 37548 37588
5986 52703 37589 37723
5987 52876 37724 37726
5988 52880 37727 37728
6144 52883 -1 -1
6272 52884 37729 37967
6274 53284 37968 38163
6275 53603 38164 38211
6276 53668 38212 38385
6280 53989 38386 38634
6282 54361 38635 38669
6283 54398 38670 38753
6284 54504 38754 38811
6304 54589 38812 38937
6306 54788 38938 39088
6307 54996 39089 39150
6308 55082 39151 39255
6328 55221 39256 39447
6330 55505 39448 39451
6331 55511 39452 39569
6332 55661 39570 39668
6336 55818 39669 39689
6339 55845 39690 39834
6340 56057 39835 39974
6344 56278 39975 40129
6347 56481 40130 40280
6348 56692 40281 40465
6352 56980 40466 40628
6355 57260 40629 40697
6356 57367 40698 40863
6360 57634 40864 40942
6363 57731 40943 41007
6364 57820 41008 41052
6368 57878 41053 41240
6371 58210 41241 41313
6372 58331 41314 41450
6528 58515 41451 41502
6530 58581 41503 41526
6531 58618 41527 41573
6532 58693 41574 41719
6560 58878 41720 41720
6562 58881 41721 41816
6563 59023 -1 -1
6564 59024 -1 -1
6600 59025 41817 41837
6603 59057 41838 41871
6604 59102 41872 41909
6608 59144 41910 42008
6611 59309 42009 42016
6612 59318 42017 42055
6624 59359 -1 -1
6627 59360 42056 42064
6656 59374 -1 -1
6784 59375 42065 42215
6786 59570 42216 42353
6787 59747 42354 42471
6788 59905 42472 42626
6792 60155 42627 42636
6795 60166 -1 -1
6796 60167 42637 42651
6816 60186 42652 42677
6818 60219 42678 42681
6819 60224 42682 42684
6820 60228 42685 42720
6840 60268 42721 42749
6842 60309 42750 42801
6843 60376 42802 42824
6844 60408 42825 42838
6848 60424 42839 42880
6850 60481 42881 42974
6851 60596 42975 42975
6856 60598 42976 43124
6858 60823 43125 43278
6859 61028 43279 43320
6860 61083 43321 43343
6864 61109 43344 43431
6866 61229 43432 43489
6867 61297 43490 43492
6868 61303 43493 43496
6872 61308 43497 43535
6874 61352 43536 43609
6875 61438 43610 43632
6876 61464 43633 43635
6880 61468 43636 43879
6882 61867 43880 43943
6883 61963 43944 44002
6884 62047 44003 44019
7040 62070 44020 44098
7042 62176 44099 44106
7043 62185 44107 44154
7044 62241 44155 44194
7072 62291 44195 44224
7074 62326 44225 44226
7076 62329 44227 44256
7112 62375 44257 44264
7114 62384 44265 44381
7115 62577 44382 44388
7116 62587 44389 44417
7120 62624 44418 44418
7122 62626 44419 44453
7136 62676 44454 44458
7138 62682 44459 44512
7168 62750 -1 -1
7296 62751 44513 44732
7298 63141 44733 44804
7299 63236 44805 44894
7300 63370 44895 45010
7304 63530 45011 45041
7306 63564 45042 45103
7308 63632 45104 45306
7328 63889 45307 45325
7330 63911 45326 45419
7331 64023 45420 45513
7332 64162 45514 45583
7352 64253 45584 45674
7354 64418 -1 -1
7355 64419 45675 45972
7356 64892 45973 46078
7360 65022 46079 46154
7363 65144 46155 46158
7364 65151 46159 46209
7368 65214 46210 46378
7370 65442 46379 46491
7371 65571 46492 46551
7372 65656 46552 46673
7376 65842 46674 46944
7378 66352 46945 46963
7379 66373 -1 -1
7380 66374 46964 47012
7384 66445 47013 47225
7386 66736 47226 47255
7387 66770 47256 47339
7388 66887 47340 47425
7392 67019 47426 47505
7394 67126 47506 47629
7395 67332 47630 47649
7396 67357 47650 47714
7552 67455 47715 47785
7554 67550 47786 47798
7555 67566 47799 47814
7556 67590 47815 47873
7584 67673 47874 47879
7586 67680 47880 47937
7587 67761 47938 47974
7588 67804 47975 47983
7624 67816 47984 48026
7626 67880 48027 48080
7627 67954 48081 48126
7628 68028 48127 48141
7632 68046 48142 48157
7634 68064 48158 48223
7636 68156 48224 48263
7648 68218 48264 48324
7650 68297 48325 48367
7652 68353 -1 -1
7680 68354 48368 48515
7682 68579 48516 48682
7683 68833 48683 48826
7684 69038 48827 49009
7688 69327 49010 49016
7690 69335 49017 49033
7691 69355 49034 49036
7692 69360 49037 49084
7704 69420 49085 49110
7705 69456 -1 -1
7706 69457 49111 49173
7707 69545 49174 49175
7708 69548 49176 49240
7720 69644 49241 49260
7722 69667 49261 49263
7723 69672 49264 49269
7724 69679 49270 49278
7736 69694 49279 49368
7738 69830 49369 49379
7739 69842 49380 49411
7740 69890 49412 49520
7744 70030 49521 49589
7746 70117 49590 49595
7747 70125 49596 49602
7748 70133 49603 49626
7752 70162 49627 49670
7755 70211 49671 49699
7756 70262 49700 49822
7760 70455 49823 49975
7763 70670 49976 49997
7764 70700 49998 50081
7768 70817 50082 50159
7771 70920 50160 50212
7772 70988 50213 50244
7776 71030 50245 50344
7779 71182 50345 50443
7780 71325 50444 50566
7936 71523 50567 50653
7938 71639 50654 50735
7939 71738 50736 50847
7940 71912 50848 50974
7944 72093 50975 51005
7947 72135 -1 -1
7952 72136 51006 51030
7954 72173 51031 51092
7976 72243 -1 -1
7979 72244 -1 -1
7980 72245 -1 -1
7984 72246 51093 51156
7987 72343 -1 -1
7988 72344 51157 51184
8008 72376 51185 51261
8011 72500 51262 51339
8012 72609 51340 51361
8016 72635 51362 51364
8019 72641 51365 51388
8020 72676 -1 -1
8024 72677 51389 51466
8027 72792 -1 -1
8028 72793 51467 51512
8032 72851 51513 51663
8035 73195 51664 51680
8036 73216 51681 51788
8192 73362 51789 51844
8194 73433 51845 51897
8195 73500 51898 51932
8196 73540 51933 51990
8200 73614 51991 52056
8202 73698 52057 52149
8203 73810 -1 -1
8204 73811 52150 52161
8216 73825 52162 52220
8219 73891 52221 52249
8220 73928 52250 52281
8232 73971 52282 52313
8234 74012 52314 52327
8236 74034 -1 -1
8248 74035 52328 52389
8250 74129 52390 52436
8251 74179 52437 52459
8252 74211 -1 -1
8256 74212 52460 52505
8258 74283 52506 52561
8259 74353 52562 52585
8260 74379 52586 52603
8264 74400 52604 52610
8266 74409 52611 52668
8267 74475 52669 52713
8268 74541 52714 52719
8272 74551 52720 52725
8274 74558 52726 52830
8275 74705 52831 52831
8276 74707 52832 52857
8280 74739 52858 52874
8282 74759 52875 53027
8283 74997 53028 53053
8284 75025 53054 53103
8288 75092 53104 53151
8290 75153 53152 53337
8291 75428 53338 53352
8292 75445 53353 53364
8448 75458 53365 53536
8450 75732 53537 53620
8451 75839 53621 53655
8452 75890 53656 53696
8456 75946 53697 53697
8464 75948 53698 53703
8468 75955 53704 53710
8490 75963 -1 -1
8491 75964 53711 53715
8492 75971 53716 53716
8496 75973 53717 53754
8498 76014 53755 53794
8500 76070 -1 -1
8520 76071 53795 53848
8522 76147 53849 53949
8523 76273 53950 53959
8524 76286 53960 53972
8528 76303 53973 54019
8530 76378 54020 54079
8531 76447 54080 54090
8536 76460 54091 54112
8538 76484 54113 54135
8539 76510 54136 54145
8540 76521 54146 54166
8544 76554 54167 54241
8546 76669 54242 54310
8547 76759 54311 54317
8548 76767 -1 -1
8704 76768 54318 54504
8705 77004 -1 -1
8706 77005 54505 54797
8707 77604 54798 54858
8708 77685 54859 55101
8712 78097 55102 55213
8714 78252 55214 55215
8715 78255 55216 55226
8716 78268 55227 55237
8728 78281 55238 55251
8730 78297 55252 55293
8731 78344 55294 55307
8732 78365 55308 55402
8744 78534 55403 55408
8747 78541 55409 55409
8748 78543 55410 55419
8754 78556 55420 55420
8760 78558 55421 55480
8762 78632 55481 55488
8763 78642 55489 55504
8764 78661 55505 55533
8768 78706 55534 55630
8770 78858 55631 55654
8771 78885 55655 55835
8772 79145 55836 55967
8776 79337 55968 56099
8779 79520 56100 56126
8780 79556 56127 56189
8784 79631 56190 56364
8786 79892 56365 56467
8787 80047 56468 56508
8788 80110 56509 56546
8792 80171 56547 56637
8793 80328 -1 -1
8795 80329 56638 56660
8796 80358 56661 56798
8800 80525 56799 56974
8802 80867 56975 56985
8803 80879 56986 57010
8804 80909 57011 57099
8960 81034 57100 57255
8962 81262 57256 57298
8963 81311 57299 57355
8964 81376 57356 57457
8968 81524 57458 57467
8971 81543 57468 57481
8976 81564 57482 57529
8980 81642 57530 57550
9000 81669 57551 57586
9003 81710 57587 57594
9004 81722 57595 57610
9010 81741 -1 -1
9011 81742 57611 57807
9012 82062 57808 57859
9032 82131 57860 57869
9036 82142 57870 57872
9043 82146 57873 57874
9044 82149 57875 57919
9048 82222 57920 58007
9051 82357 58008 58019
9052 82371 -1 -1
9216 82372 -1 -1
9220 82373 58020 58104
9243 82511 58105 58116
9244 82532 58117 58200
9274 82658 58201 58209
9275 82669 58210 58214
9276 82677 58215 58230
9282 82697 58231 58261
9283 82735 58262 58262
9284 82737 58263 58308
9290 82793 58309 58323
9291 82818 58324 58347
9298 82850 58348 58480
9299 83149 58481 58502
9300 83180 58503 58569
9306 83262 58570 58575
9307 83269 58576 58580
9308 83277 58581 58596
9312 83299 58597 58599
9314 83303 58600 58607
9315 83316 -1 -1
9474 83317 58608 58702
9475 83453 58703 58747
9476 83515 58748 58824
9492 83612 58825 58856
9522 83653 -1 -1
9523 83654 58857 58858
9524 83657 58859 58883
9546 83686 -1 -1
9547 83687 58884 58924
9552 83745 -1 -1
9556 83746 58925 58943
9570 83769 58944 59035
9571 83894 59036 59047
9728 83907 59048 59093
9729 84007 -1 -1
9731 84008 59094 59162
9732 84098 59163 59375
9736 84538 59376 59382
